Text,Label
W2292 W93 W903 W12 W4532 W1789 W97 W90 W55 W238 W47 W47 W4863 W1457 W401 W900 W901 W24 <pad> <pad>,D12
W289 W68 W32 W122 W973 W45 W28 W286 W574 W19 W245 W976 W69 W977 W367 W401 W963 W24 <pad> <pad>,D16
W110 W861 W45 W31 W32 W13 W1781 W507 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W36 W2015 W12 W112 W87 W387 W45 W1124 W1043 W874 W2016 W253 W495 W17 W242 W408 W1128 W1966 W461 <pad>,D20
W3614 W3487 W87 W154 W13 W3615 W19 W45 W3344 W2498 W4 W3616 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W2020 W370 W38 W290 W533 W4006 W4007 W36 W2227 W26 W2292 W3297 W2018 W24 <pad> <pad> <pad> <pad> <pad> <pad>,D1
W2889 W32 W2106 W2949 W15 W13 W1751 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D15
W13 W3644 W2644 W36 W3324 W32 W526 W28 W3645 W2507 W1196 W36 W338 W38 W412 W246 W747 W301 W122 W774,D12
W112 W1094 W899 W887 W87 W417 W87 W3596 W494 W419 W494 W17 W28 W4143 W1988 W461 <pad> <pad> <pad> <pad>,D15
W45 W1798 W47 W328 W335 W38 W13 W314 W932 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W122 W2570 W47 W4409 W38 W1262 W3842 W376 W97 W38 W3750 W17 W349 W2654 W24 <pad> <pad> <pad> <pad> <pad>,D12
W475 W32 W34 W335 W38 W336 W346 W461 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D3
W55 W131 W212 W216 W47 W32 W7 W17 W13 W217 W218 W97 W28 W219 W24 <pad> <pad> <pad> <pad> <pad>,D15
W206 W12 W13 W538 W19 W13 W5044 W2772 W36 W28 W4593 W32 W5046 W5047 W24 <pad> <pad> <pad> <pad> <pad>,D13
W17 W324 W325 W12 W1032 W2611 W47 W406 W2612 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W111 W46 W32 W3748 W12 W494 W90 W280 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D28
W90 W2106 W2568 W12 W183 W2321 W12 W2214 W2324 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W289 W31 W2348 W32 W797 W49 W461 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D16
W307 W13 W1160 W12 W26 W5234 W1203 W38 W32 W28 W5248 W4701 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W110 W3660 W13 W3661 W3662 W19 W13 W2869 W3663 W17 W26 W3664 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W496 W1368 W383 W13 W5 W12 W347 W437 W13 W2189 W81 W301 W2271 W170 W183 W17 W764 W188 W24 <pad>,D20
W5235 W2 W5236 W2705 W5237 W5238 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D1
W89 W2344 W12 W433 W87 W206 W797 W28 W5233 W19 W13 W2478 W2 W921 W639 W1145 W461 <pad> <pad> <pad>,D20
W110 W374 W851 W90 W1255 W434 W494 W13 W1041 W12 W494 W1159 W38 W851 W111 W925 W516 W1160 W24 <pad>,D12
W494 W17 W2068 W12 W149 W32 W28 W575 W2085 W19 W2086 W12 W494 W2084 W280 W24 <pad> <pad> <pad> <pad>,D6
W122 W32 W943 W3016 W128 W904 W43 W434 W4721 W4722 W12 W128 W47 W28 W4723 W204 W4735 W17 W4736 W24,D12
W26 W1658 W34 W111 W31 W113 W32 W17 W18 W36 W13 W5355 W493 W24 <pad> <pad> <pad> <pad> <pad> <pad>,D20
W122 W69 W47 W32 W124 W789 W38 W2214 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D3
W45 W32 W146 W218 W38 W369 W93 W12 W97 W149 W32 W131 W1398 W778 W931 W17 W183 W787 W24 <pad>,D15
W15 W13 W495 W12 W2050 W32 W2051 W38 W2048 W28 W1831 W19 W1197 W1372 W38 W2052 W46 W2053 W2054 W24,D12
W41 W4 W42 W43 W44 W45 W46 W47 W48 W49 W50 W51 W52 W53 W17 W54 W24 <pad> <pad> <pad>,D1
W13 W52 W32 W53 W17 W13 W96 W97 W10 W2 W98 W99 W19 W13 W100 W24 <pad> <pad> <pad> <pad>,D20
W110 W377 W1379 W93 W2580 W2586 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W5262 W2 W5220 W3392 W5263 W5264 W19 W5265 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D1
W1 W2 W2336 W32 W56 W17 W259 W97 W32 W328 W280 W38 W47 W1106 W694 W26 W2337 W24 <pad> <pad>,D16
W110 W707 W1329 W2300 W38 W32 W13 W334 W2338 W2339 W38 W28 W317 W64 W24 <pad> <pad> <pad> <pad> <pad>,D20
W154 W13 W3187 W12 W87 W168 W555 W90 W3188 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W417 W13 W379 W32 W154 W419 W93 W13 W3274 W3275 W19 W1397 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D3
W13 W337 W321 W66 W19 W616 W111 W32 W113 W475 W122 W553 W38 W32 W24 <pad> <pad> <pad> <pad> <pad>,D15
W4110 W226 W24 W13 W4333 W249 W19 W13 W1162 W626 W800 W32 W13 W4066 W4334 W19 W349 W3264 W24 W4110,D20
W31 W87 W1368 W154 W45 W398 W461 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W4721 W386 W836 W13 W111 W4752 W516 W563 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W26 W666 W32 W19 W644 W38 W87 W110 W47 W28 W1094 W2579 W2580 W1846 W24 <pad> <pad> <pad> <pad> <pad>,D16
W112 W34 W447 W38 W47 W228 W5387 W3296 W12 W345 W375 W461 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W346 W412 W5421 W154 W5422 W24 W170 W5423 W2106 W13 W5424 W188 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W328 W111 W45 W32 W28 W660 W110 W433 W2567 W38 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D16
W110 W2588 W12 W3640 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W3146 W280 W45 W17 W28 W1296 W2036 W19 W3216 W3183 W12 W3161 W1043 W32 W113 W228 W19 W46 W24 <pad>,D20
W89 W338 W339 W28 W340 W341 W342 W12 W343 W13 W344 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W46 W435 W32 W3554 W13 W3328 W3555 W507 W12 W111 W32 W113 W46 W461 <pad> <pad> <pad> <pad> <pad> <pad>,D15
W46 W32 W1893 W3764 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D15
W110 W31 W412 W26 W154 W34 W5354 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W2130 W32 W2131 W1083 W38 W1868 W2132 W111 W122 W32 W2133 W345 W113 W17 W1144 W24 <pad> <pad> <pad> <pad>,D15
W2899 W963 W47 W47 W13 W1471 W19 W1545 W204 W1553 W13 W66 W97 W1419 W24 <pad> <pad> <pad> <pad> <pad>,D15
W90 W168 W113 W1160 W13 W131 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D15
W3394 W32 W952 W17 W1242 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W17 W1632 W12 W417 W110 W3228 W13 W3229 W93 W90 W12 W90 W1038 W776 W13 W3229 W24 <pad> <pad> <pad>,D20
W903 W12 W1 W111 W597 W516 W4537 W58 W12 W32 W84 W19 W1 W111 W597 W516 W4524 W1382 W24 <pad>,D11
W3739 W12 W253 W408 W385 W131 W640 W12 W32 W13 W355 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D27
W13 W83 W32 W32 W56 W57 W13 W84 W19 W28 W85 W86 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W90 W707 W45 W13 W4582 W4583 W45 W28 W4584 W348 W553 W13 W1220 W553 W57 W13 W4585 W24 <pad> <pad>,D20
W3613 W12 W755 W32 W13 W5352 W4605 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W32 W87 W335 W38 W13 W5115 W1213 W5116 W2047 W2542 W461 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W391 W434 W3264 W3265 W113 W47 W13 W31 W765 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D1
W494 W433 W87 W1160 W13 W1041 W128 W32 W17 W1191 W19 W910 W461 W494 <pad> <pad> <pad> <pad> <pad> <pad>,D15
W90 W32 W934 W38 W3270 W93 W3146 W97 W3271 W90 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W206 W1582 W49 W13 W3541 W791 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W3167 W4 W3146 W280 W13 W3247 W93 W430 W3161 W1043 W3248 W13 W3229 W32 W984 W2 W3249 W38 W90 W24,D1
W13 W4080 W1808 W19 W552 W32 W1014 W4081 W475 W122 W32 W17 W13 W4082 W3804 W4083 W37 W527 W24 <pad>,D12
W2071 W5076 W2446 W2340 W928 W5077 W5078 W4756 W5079 W12 W5080 W5081 W5082 W5083 W5084 W4 W5085 W52 W4 W5086,D1
W97 W87 W1061 W17 W2401 W38 W114 W526 W228 W3264 W3276 W1470 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W68 W2402 W2348 W666 W32 W949 W1931 W12 W17 W2360 W2355 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D3
W433 W87 W4251 W388 W26 W4701 W515 W4000 W305 W13 W317 W908 W461 <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W110 W47 W386 W32 W97 W110 W31 W386 W32 W28 W119 W59 W97 W110 W47 W281 W4025 W747 W24 <pad>,D15
W5117 W3428 W32 W149 W28 W5118 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W183 W1282 W183 W429 W218 W13 W59 W1053 W604 W46 W47 W281 W2359 W90 W47 W1544 W13 W187 W24 <pad>,D20
W1085 W12 W13 W173 W489 W1086 W10 W2 W597 W97 W69 W867 W252 W1087 W13 W1088 W24 <pad> <pad> <pad>,D3
W494 W46 W47 W281 W1904 W32 W149 W2757 W46 W32 W2898 W910 W12 W2899 W280 W28 W926 W59 W24 <pad>,D6
W89 W90 W345 W346 W112 W113 W12 W347 W46 W348 W47 W349 W13 W350 W351 W183 W131 W42 W24 <pad>,D16
W417 W4 W3280 W15 W1145 W3154 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D1
W111 W122 W32 W28 W337 W493 W124 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D28
W13 W141 W97 W300 W19 W46 W533 W526 W1206 W46 W47 W56 W984 W633 W24 <pad> <pad> <pad> <pad> <pad>,D20
W289 W17 W290 W291 W122 W32 W292 W293 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D5
W112 W87 W3892 W28 W2509 W367 W401 W57 W51 W128 W367 W13 W3344 W4353 W461 <pad> <pad> <pad> <pad> <pad>,D12
W34 W1101 W38 W32 W253 W472 W3768 W472 W434 W457 W34 W3769 W26 W330 W24 <pad> <pad> <pad> <pad> <pad>,D20
W567 W12 W111 W122 W32 W3631 W434 W3629 W97 W3630 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D4
W417 W122 W1058 W46 W1904 W1101 W12 W349 W19 W46 W4427 W4428 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W17 W162 W12 W163 W144 W12 W55 W164 W165 W32 W166 W167 W46 W168 W32 W169 W24 <pad> <pad> <pad>,D20
W3907 W1339 W1195 W12 W3908 W15 W3909 W3154 W3910 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D1
W367 W879 W12 W290 W533 W12 W893 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D1
W57 W13 W160 W13 W5297 W32 W49 W97 W4937 W17 W34 W1557 W4293 W5152 W97 W122 W32 W5298 W24 <pad>,D12
W97 W38 W45 W128 W111 W112 W113 W441 W387 W46 W340 W12 W113 W441 W45 W24 <pad> <pad> <pad> <pad>,D13
W170 W4724 W32 W17 W13 W182 W188 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D3
W5329 W1262 W12 W5331 W5330 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W45 W90 W288 W28 W2027 W461 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W2220 W1138 W110 W387 W2544 W3219 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W2899 W1043 W32 W120 W787 W2032 W167 W13 W2929 W12 W2899 W13 W2936 W280 W24 <pad> <pad> <pad> <pad> <pad>,D13
W3923 W12 W89 W111 W87 W32 W374 W2573 W26 W3286 W4 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D4
W110 W1733 W70 W2342 W2423 W3283 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W13 W314 W932 W617 W26 W328 W12 W138 W1275 W1276 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W110 W32 W605 W1192 W434 W2783 W28 W5291 W345 W5292 W5293 W5294 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D15
W417 W26 W350 W216 W104 W131 W1209 W12 W13 W2677 W1747 W354 W46 W183 W89 W46 W168 W32 W708 W24,D16
W925 W47 W1732 W2756 W45 W13 W66 W47 W386 W1643 W2978 W939 W434 W933 W216 W452 W17 W962 W24 <pad>,D15
W13 W1954 W1145 W4701 W32 W290 W4359 W159 W17 W5220 W12 W97 W112 W113 W336 W663 W427 W13 W5250 W24,D15
W13 W1983 W2 W1984 W627 W1846 W17 W13 W133 W1988 W512 W1428 W1989 W97 W1990 W1991 W24 <pad> <pad> <pad>,D20
W90 W47 W32 W911 W13 W3692 W325 W17 W4493 W12 W910 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D15
W475 W4 W1848 W2047 W36 W1128 W5213 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D1
W170 W2899 W34 W47 W397 W3576 W19 W3577 W4 W3578 W12 W214 W12 W3530 W24 W2899 W188 <pad> <pad> <pad>,D15
W122 W32 W3161 W111 W1043 W516 W1097 W38 W1438 W13 W1072 W3206 W3207 W17 W13 W3208 W2026 W3206 W24 <pad>,D3
W755 W32 W246 W756 W4 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D1
W113 W3284 W2730 W2 W13 W152 W111 W112 W113 W130 W4 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W45 W1473 W801 W433 W287 W32 W1474 W301 W1475 W36 W13 W1020 W97 W36 W1338 W173 W24 <pad> <pad> <pad>,D12
W110 W206 W47 W28 W2580 W2586 W2569 W912 W2576 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W281 W1101 W38 W1315 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W719 W32 W369 W38 W617 W122 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W4700 W47 W308 W93 W13 W4624 W2823 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W110 W1601 W45 W111 W122 W32 W3518 W3564 W36 W13 W3565 W45 W346 W32 W2722 W93 W3562 W3563 W24 <pad>,D20
W111 W45 W32 W2112 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D28
W3761 W4 W3280 W32 W111 W1128 W516 W429 W398 W15 W5220 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D1
W90 W797 W281 W1846 W38 W2008 W12 W1273 W432 W12 W97 W112 W113 W441 W3089 W984 W3090 W24 <pad> <pad>,D20
W489 W47 W2094 W154 W1127 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W26 W32 W13 W321 W2 W4336 W4351 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D4
W13 W1243 W47 W1487 W1488 W13 W610 W626 W12 W225 W64 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W34 W626 W32 W17 W1066 W97 W34 W2910 W32 W17 W1363 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W5025 W12 W2220 W12 W225 W26 W2587 W17 W111 W5056 W516 W2463 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D16
W526 W851 W45 W703 W32 W113 W13 W1365 W2 W3277 W3278 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W5024 W912 W5107 W912 W1211 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W289 W2360 W577 W13 W2361 W12 W2348 W2362 W90 W982 W97 W2208 W90 W321 W2363 W12 W13 W66 W119 W24,D19
W204 W111 W235 W516 W1306 W1307 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D16
W90 W4766 W32 W494 W4503 W13 W4504 W24 W494 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W34 W348 W387 W183 W125 W183 W34 W433 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W1128 W5126 W47 W264 W13 W5127 W354 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D15
W111 W34 W31 W336 W13 W5058 W633 W97 W537 W38 W87 W36 W3381 W1727 W24 <pad> <pad> <pad> <pad> <pad>,D28
W3165 W3268 W2139 W45 W3168 W3169 W111 W112 W113 W851 W1124 W904 W3269 W659 W24 <pad> <pad> <pad> <pad> <pad>,D12
W4110 W921 W24 W13 W496 W249 W32 W13 W1335 W2552 W24 W4110 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W300 W19 W26 W2303 W47 W32 W2308 W97 W2192 W401 W13 W429 W55 W37 W24 <pad> <pad> <pad> <pad> <pad>,D4
W2220 W5125 W38 W264 W4081 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W13 W918 W32 W28 W160 W38 W919 W920 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W47 W46 W12 W306 W12 W1075 W1325 W1305 W1270 W461 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D4
W13 W3406 W2407 W38 W553 W4524 W1220 W89 W13 W4318 W4531 W32 W113 W689 W24 <pad> <pad> <pad> <pad> <pad>,D20
W4110 W50 W24 W13 W83 W1637 W32 W1099 W24 W4110 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W281 W228 W433 W754 W110 W417 W110 W280 W45 W2658 W3628 W97 W3668 W32 W1357 W804 <pad> <pad> <pad> <pad>,D20
W1 W2 W586 W587 W280 W45 W443 W32 W588 W589 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D15
W25 W2889 W206 W47 W38 W1379 W93 W13 W630 W49 W2890 W512 W1004 W97 W910 W17 W963 W24 <pad> <pad>,D15
W45 W69 W2051 W338 W128 W47 W4391 W38 W13 W4470 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W110 W47 W28 W2486 W45 W13 W5053 W5383 W5384 W168 W5385 W34 W154 W13 W5386 W93 W45 W228 W24 <pad>,D20
W110 W47 W28 W4331 W19 W1198 W68 W110 W433 W5375 W49 W13 W5376 W4 <pad> <pad> <pad> <pad> <pad> <pad>,D20
W111 W110 W32 W1546 W19 W151 W301 W26 W3920 W1078 W2832 W12 W111 W45 W32 W36 W3518 W2584 W24 W3647,D28
W13 W4854 W4618 W4534 W4696 W4808 W32 W111 W4492 W516 W3144 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D16
W111 W755 W32 W28 W3785 W3786 W19 W13 W3787 W3788 W170 W3789 W3790 W188 W3791 W19 W3781 W4 <pad> <pad>,D28
W5307 W170 W5308 W334 W188 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D1
W50 W188 W104 W64 W480 W963 W12 W553 W13 W1072 W111 W1073 W516 W658 W1074 W341 W46 W24 <pad> <pad>,D12
W4746 W1235 W4747 W1554 W45 W28 W494 W2379 W2 W345 W494 W3448 W32 W113 W4684 W24 <pad> <pad> <pad> <pad>,D12
W328 W87 W433 W638 W642 W97 W657 W87 W658 W659 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D15
W34 W666 W3465 W36 W13 W337 W1621 W1270 W17 W13 W626 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D12
W246 W112 W12 W3423 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D15
W2574 W110 W526 W2585 W87 W2569 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D15
W138 W1398 W12 W1043 W1115 W1982 W12 W2046 W49 W232 W19 W2047 W17 W1983 W2 W1984 W2009 W24 <pad> <pad>,D20
W17 W13 W312 W56 W12 W334 W2188 W13 W1954 W3576 W97 W416 W122 W38 W13 W626 W24 <pad> <pad> <pad>,D15
W111 W110 W31 W32 W17 W641 W2870 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D28
W13 W4697 W540 W4777 W1203 W38 W47 W3296 W4778 W4469 W17 W963 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W112 W87 W435 W1206 W3756 W12 W97 W3757 W17 W1041 W32 W3332 W19 W708 W3449 W19 W3758 W19 W3759 W461,D15
W427 W90 W495 W17 W13 W1411 W12 W1124 W1043 W1982 W13 W1983 W2 W1984 W1985 W1986 W1343 W2 W1987 W24,D12
W441 W2345 W32 W113 W28 W2346 W12 W149 W32 W281 W1362 W23 W512 W13 W55 W24 <pad> <pad> <pad> <pad>,D20
W1145 W3848 W3849 W2730 W12 W3284 W2730 W1658 W2870 W3290 W12 W2273 W36 W226 W3850 W24 <pad> <pad> <pad> <pad>,D20
W3618 W3619 W12 W3620 W32 W28 W3621 W3622 W3623 W3624 W93 W3625 W1099 W24 <pad> <pad> <pad> <pad> <pad> <pad>,D11
W2590 W5157 W2581 W2599 W5169 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D1
W1124 W1125 W1043 W1126 W1127 W45 W1128 W1129 W1010 W13 W1130 W1131 W38 W32 W928 W24 <pad> <pad> <pad> <pad>,D15
W13 W3603 W3784 W1331 W32 W1383 W183 W28 W1751 W24 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D15
W17 W310 W12 W3141 W406 W533 W97 W3200 W3201 W93 W3161 W111 W1043 W516 W3202 W12 W347 W3203 W1043 W24,D20
W17 W1632 W12 W87 W32 W867 W46 W1090 W46 W840 W24 W494 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,D20
W17 W3911 W13 W3912 W2576 W3280 W12 W110 W1769 W13 W694 W3896 W3294 W4 <pad> <pad> <pad> <pad> <pad> <pad>,D20
